,source_genesymbol,target_genesymbol,references
1533,TP53,EP300,BioGRID:12162806;BioGRID:12724314;BioGRID:15337767;BioGRID:16024799;BioGRID:17438265;BioGRID:18391200;BioGRID:18612383;BioGRID:21471221;BioGRID:9194565;BioGRID:9288740;DIP:11070080;DIP:17438265;DIP:18391200;DIP:19217391;DIP:19234109;DIP:25651062;DIP:26302407;HPRD:10942770;HPRD:11907332;HPRD:12724314;HPRD:16438982;HPRD:9194564;HPRD:9288740;HPRD:9744860;HPRD:9809062;InnateDB:10706102;InnateDB:15509808;InnateDB:21187340;InnateDB:23148227;IntAct:10518217;IntAct:11907332;IntAct:14759370;IntAct:15542844;IntAct:16611888;IntAct:17438265;IntAct:17906639;IntAct:18391200;IntAct:18485870;IntAct:19217391;IntAct:19234109;IntAct:19339993;IntAct:23010591;IntAct:25651062;IntAct:26302407;Lit-BM-17:10490106;Lit-BM-17:10518217;Lit-BM-17:11070080;Lit-BM-17:11359905;Lit-BM-17:11433299;Lit-BM-17:11804596;Lit-BM-17:11907332;Lit-BM-17:12162806;Lit-BM-17:12501250;Lit-BM-17:12690203;Lit-BM-17:12724314;Lit-BM-17:14612423;Lit-BM-17:14759370;Lit-BM-17:15186775;Lit-BM-17:15295102;Lit-BM-17:15509808;Lit-BM-17:15542844;Lit-BM-17:15558054;Lit-BM-17:15664194;Lit-BM-17:15965232;Lit-BM-17:16024799;Lit-BM-17:16135789;Lit-BM-17:16537920;Lit-BM-17:16543236;Lit-BM-17:16611888;Lit-BM-17:16678111;Lit-BM-17:16782091;Lit-BM-17:16928824;Lit-BM-17:16959611;Lit-BM-17:17189186;Lit-BM-17:17452980;Lit-BM-17:17906639;Lit-BM-17:17977830;Lit-BM-17:18243116;Lit-BM-17:18391200;Lit-BM-17:18485870;Lit-BM-17:18612383;Lit-BM-17:19217391;Lit-BM-17:19218448;Lit-BM-17:19234109;Lit-BM-17:19339993;Lit-BM-17:19805293;Lit-BM-17:20234175;Lit-BM-17:21187340;Lit-BM-17:21471221;Lit-BM-17:22013068;Lit-BM-17:22074660;Lit-BM-17:22266186;Lit-BM-17:22731250;Lit-BM-17:23010591;Lit-BM-17:23307557;Lit-BM-17:23329847;Lit-BM-17:23402884;Lit-BM-17:23728348;Lit-BM-17:23796514;Lit-BM-17:23870121;Lit-BM-17:23880760;Lit-BM-17:24821727;Lit-BM-17:25156994;Lit-BM-17:25288747;Lit-BM-17:25753752;Lit-BM-17:25867071;Lit-BM-17:26229107;Lit-BM-17:26625199;Lit-BM-17:27818144;Lit-BM-17:9194564;Lit-BM-17:9194565;Lit-BM-17:9288740;Lit-BM-17:9744860;Lit-BM-17:9891054;MPPI:10648616;SPIKE:12574133;SPIKE_LC:11907332;SPIKE_LC:12574133;SPIKE_LC:16713569
1536,NRG1,ERBB2,Baccin2019:1350381;Baccin2019:7514177;CellTalkDB:1350381;HPMR:1350381;LRdb:1350381;LRdb:751;ProtMapper:19293191;SIGNOR:7514177;SPIKE:14737100;SPIKE_LC:14737100;SignaLink3:23331499;SignaLink3:9275162;connectomeDB2020:1350381;connectomeDB2020:7514177
1550,KL,INSR,SPIKE:17684529;SPIKE_LC:17684529
1554,KL,IGF1R,HPRD:18762812;SPIKE:17684529;SPIKE_LC:17684529
1569,NDP,FZD4,Baccin2019:15035989;BioGRID:17955262;CellTalkDB:15035989;Cellinker:15035989;InnateDB:21856951;LRdb:15035989;SPIKE:20427659;SPIKE_LC:20427659;SignaLink3:21856951;SignaLink3:23180781;SignaLink3:24186977;connectomeDB2020:15035989
1640,NGF,NTRK1,AlzPathway:17404842;AlzPathway:9775403;Baccin2019:10490030;Baccin2019:14985763;BioGRID:10490030;CA1:1706478;CA1:9290260;CA1:9547236;CellChatDB:27908981;CellTalkDB:10490030;Cellinker:10490030;Cellinker:14985763;Cellinker:24224055;Cellinker:27908981;DIP:10490030;DIP:10713102;DIP:1849459;DIP:9083066;DIP:9857023;HPMR:10490030;HPRD:10490030;HPRD:14985763;IntAct:10490030;IntAct:14985763;LRdb:10490030;LRdb:15;Lit-BM-17:10490030;Lit-BM-17:10713102;Lit-BM-17:11729324;Lit-BM-17:11738045;Lit-BM-17:14985763;Lit-BM-17:1849459;Lit-BM-17:9083066;Lit-BM-17:9857023;ProtMapper:12067229;ProtMapper:17409494;ProtMapper:22666365;ProtMapper:23772401;ProtMapper:25611061;ProtMapper:27229480;ProtMapper:28090201;SIGNOR:11114882;SPIKE:14985763;SPIKE:17145710;SPIKE:8155326;SPIKE_LC:14985763;SPIKE_LC:17145710;SPIKE_LC:8155326;connectomeDB2020:10490030;connectomeDB2020:14985763
1676,IL4R,JAK1,HPRD:12133952;InnateDB:12133952;InnateDB:12223527;NetPath:11127821;SIGNOR:12704343;SIGNOR:23124025;SPIKE:11127821;SPIKE:17312100;SPIKE_LC:11127821;SPIKE_LC:17312100;SignaLink3:23331499;SignaLink3:7929391
1678,IL4,IL4R,Baccin2019:791837811786020;CellTalkDB:7918378;DIP:10219247;DIP:7721786;DIP:9874253;HPMR:11815609;HPMR:7918378;HPRD:11786020;InnateDB:21889455;InnateDB:2278997;InnateDB:2307934;InnateDB:8266078;InnateDB:8639787;IntAct:10219247;IntAct:18243101;IntAct:23597562;IntAct:8266078;LRdb:118;LRdb:7918378;Lit-BM-17:10219247;Lit-BM-17:11786020;Lit-BM-17:18243101;Lit-BM-17:23597562;Lit-BM-17:7721786;Lit-BM-17:8266078;Lit-BM-17:9874253;NetPath:10850446;NetPath:8266078;SIGNOR:10219247;SIGNOR:12704343;SIGNOR:18852293;SPIKE:10219247;SPIKE:10850446;SPIKE:11786020;SPIKE:17145710;SPIKE:17312100;SPIKE_LC:10219247;SPIKE_LC:10850446;SPIKE_LC:11786020;SPIKE_LC:17145710;SPIKE_LC:17312100;SignaLink3:10219247;SignaLink3:23331499;connectomeDB2020:11786020;connectomeDB2020:7918378
1680,IL4R,JAK3,HPRD:7538655;InnateDB:12207328;NetPath:12207328;SPIKE:12207328;SPIKE:17312100;SPIKE_LC:12207328;SPIKE_LC:17312100;SignaLink3:23331499;SignaLink3:7538655
1692,PCNA,DNMT1,BioGRID:12354094;BioGRID:9302295;ELM:28073635;ELM:31235252;ELM:9302295;HPRD:12354094;HPRD:9302295;SPIKE:17991895;SPIKE:18384127;SPIKE_LC:17991895;SPIKE_LC:18384127
1742,GHR,JAK2,BioGRID:10502458;BioGRID:21347402;BioGRID:7540178;BioGRID:8063815;HPRD:10502458;HPRD:7540178;HPRD:8063815;SPIKE:17312100;SPIKE_LC:17312100;SignaLink3:10502458;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:7540178;SignaLink3:8063815;SignaLink3:9211920
1744,PRLR,JAK2,BioGRID:9202403;HPRD:10772872;SPIKE:17312100;SPIKE_LC:17312100;SignaLink3:10772872;SignaLink3:11713228;SignaLink3:18988627;SignaLink3:20962278;SignaLink3:21071413;SignaLink3:23331499
1746,LEPR,JAK2,Cellinker:30044226;HPRD:8608603;NetPath:9092791;SIGNOR:18718905;SPIKE:17312100;SPIKE_LC:17145710;SPIKE_LC:17312100;SignaLink3:12657512;SignaLink3:21166956;SignaLink3:23331499;SignaLink3:8608603
1891,TGFA,EGFR,Baccin2019:12297049;Baccin2019:3018723;CellTalkDB:3018723;HPRD:12297049;ICELLNET:27635238;IntAct:12297049;IntAct:24658140;IntAct:28988771;IntAct:31980649;LRdb:123;LRdb:3018723;Lit-BM-17:10775655;Lit-BM-17:12297049;Lit-BM-17:24658140;Lit-BM-17:25402006;Lit-BM-17:8663070;ProtMapper:21722395;ProtMapper:23155381;SIGNOR:16585207;SPIKE:12648464;SPIKE:17145710;SPIKE_LC:12648464;SPIKE_LC:17145710;SignaLink3:10209155;SignaLink3:12297049;SignaLink3:23331499;connectomeDB2020:12297049;connectomeDB2020:3018723
1921,PTPN6,KIT,DEPOD:7684496;HPRD:7684496;HPRD:9528781;NetPath:9528781;ProtMapper:15526160;SIGNOR:9528781;SPIKE:7684496;SPIKE:9528781;SPIKE_LC:7684496;SPIKE_LC:9528781
1941,PTPN6,CD247,HPRD:14672952;SPIKE:14672952;SPIKE_LC:14672952;SignaLink3:11238643;SignaLink3:23109003
2128,LFNG,NOTCH2,HPRD:11346656;SIGNOR:11346656;SPIKE:11346656;SPIKE_LC:11346656
2212,FYN,TXK,HPRD-phos:11353545;HPRD:11353545;KEA:11353545;NetPath:11353545;ProtMapper:11353545;SIGNOR:11353545;SPIKE:11353545;SPIKE_LC:11353545;dbPTM:12081135;iPTMnet:11353545
2215,FYN,ITPR1,HPRD:14761954;KEA:14761954;NetPath:8633244;PhosphoSite:14761954;PhosphoSite:18056410;ProtMapper:14761954;ProtMapper:28598420;SIGNOR:14761954;SPIKE:8633244;SPIKE_LC:8633244;iPTMnet:14761954;phosphoELM:14761954
2367,FYN,CD247,HPRD:1454062;HPRD:1530920;HPRD:7589084;HPRD:8760790;HPRD:9368621;KEA:12522270;KEA:15144186;KEA:15592455;KEA:15659558;KEA:16094384;KEA:8578591;KEA:96108162;KEA:9677202;SPIKE:9047237;SPIKE_LC:16713569;SPIKE_LC:9047237;iPTMnet:8578591;phosphoELM:8578591
2369,FYN,CTLA4,BioGRID:9712716;HPRD-phos:9973379;HPRD:9712716;HPRD:9973379;KEA:10842319;KEA:9813138;KEA:9973379;Lit-BM-17:25241761;Lit-BM-17:9712716;ProtMapper:9973379;SIGNOR:9973379;SPIKE:10694513;SPIKE_LC:10694513;SPIKE_LC:16713569;iPTMnet:9973379
2435,PTPN6,IL2RB,HPRD:9520455;InnateDB:9520455;NetPath:9520455;SIGNOR:9520455;SPIKE:9520455;SPIKE:9973481;SPIKE_LC:9520455;SPIKE_LC:9973481
2437,PTPN6,JAK1,HPRD:7629131;HPRD:9520455;InnateDB:8524272;SIGNOR:14624462;SPIKE:9520455;SPIKE_LC:9520455;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:8524272;SignaLink3:9852037
2507,PCNA,EP300,HPRD:11268218;SPIKE:11268218;SPIKE:16713569;SPIKE:18263614;SPIKE_LC:11268218;SPIKE_LC:16713569;SPIKE_LC:18263614
2667,PTPN6,CTNND1,CancerCellMap:10835420;DEPOD:10835420;HPRD:10835420;NetPath:10835420;SPIKE:10835420;SPIKE_LC:10835420
2669,PTPN11,EGFR,BioGRID:7588774;CancerCellMap:7673163;CancerCellMap:8197172;DEPOD:12582165;DEPOD:14560030;DOMINO:16273093;DOMINO:16729043;HPRD:11223155;HPRD:14560030;HPRD:16729043;HPRD:7673163;InnateDB:12270932;IntAct:16273093;IntAct:16729043;IntAct:28065597;KEA:15618223;Lit-BM-17:16273093;Lit-BM-17:16729043;Lit-BM-17:7673163;Lit-BM-17:9756944;NetPath:12577067;NetPath:7673163;ProtMapper:10411909;ProtMapper:12582165;ProtMapper:14560030;ProtMapper:9642214;SIGNOR:12582165;SIGNOR:14560030;SPIKE:16273093;SPIKE:7673163;SPIKE:8197172;SPIKE_LC:16273093;SPIKE_LC:7673163;SPIKE_LC:8197172
2698,CXCL10,CXCR3,Baccin2019:10233762;Baccin2019:12571234;Baccin2019:12884299;Baccin2019:15761110;Baccin2019:9064356;Baccin2019:9660793;Cellinker:10233762;Cellinker:12571234;Cellinker:12884299;Cellinker:15761110;Cellinker:9064356;Cellinker:9660793;DIP:9625760;DIP:9660793;Guide2Pharma:15761110;Guide2Pharma:9660793;HPMR:9064356;HPRD:10233762;HPRD:12571234;ICELLNET:12884299;LRdb:10699158;SIGNOR:12750173;SPIKE:10233762;SPIKE:12571234;SPIKE_LC:10233762;SPIKE_LC:12571234;SPIKE_LC:16189514;connectomeDB2020:10233762;connectomeDB2020:12571234;connectomeDB2020:12884299;connectomeDB2020:15761110;connectomeDB2020:9064356;connectomeDB2020:9660793;scConnect:15761110;scConnect:9660793
2717,FYN,SYK,Adhesome:10477689;Adhesome:7797565;Adhesome:9535867;HPRD:9535867;InnateDB:10477689;KEA:17570479;NetPath:9535867;SPIKE:16713569;SPIKE:7513017;SPIKE:9535867;SPIKE_LC:16713569;SPIKE_LC:7513017;SPIKE_LC:9535867
2837,PTPN11,PTK2B,Adhesome:10880513;DEPOD:10880513;HPRD-phos:10880513;HPRD:10880513;KEA:10880513;Lit-BM-17:10880513;NetPath:10880513;SPIKE:10880513;SPIKE_LC:10880513;iPTMnet:10880513
2845,IL7R,JAK1,HPRD:15996891;HPRD:8647212;InnateDB:20167604;NetPath:20974963;NetPath:8647212;SIGNOR:18445337
2850,IL7R,JAK3,HPRD:15996891;HPRD:7481769;InnateDB:20167604;NetPath:7481769;SPIKE:7535338;SPIKE_LC:7535338
2855,PTPN6,CD72,HPRD:15588985;HPRD:9590210;HPRD:9740800;NetPath:11356834;SIGNOR:9740800;SPIKE:11356834;SPIKE:16189514;SPIKE:9740800;SPIKE_LC:11356834;SPIKE_LC:16189514;SPIKE_LC:9740800
2867,PTPN6,JAK3,HPRD:9520455;SIGNOR:11021818;SPIKE:9520455;SPIKE_LC:9520455;SignaLink3:11021818;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9520455
2889,FYN,PIK3R1,BioGRID:7520528;HPRD:8294442;HPRD:8394019;KEA:17570479;NetPath:1652056;SPIKE:1652056;SPIKE:16713569;SPIKE:7515100;SPIKE_LC:1652056;SPIKE_LC:16713569;SPIKE_LC:7515100
2893,FYN,PIK3R2,HPRD:1334406;NetPath:1652056;SPIKE:1652056;SPIKE:16713569;SPIKE:7515100;SPIKE_LC:1652056;SPIKE_LC:16713569;SPIKE_LC:7515100
2904,PTPN11,CSF2RB,HPRD:9162089;HPRD:9254654;InnateDB:18322230;NetPath:9162089;NetPath:9254654;SIGNOR:9162089;SPIKE:9162089;SPIKE_LC:9162089
2905,PTPN6,CSF2RB,HPRD:8246974;HPRD:9162089;HPRD:9254654;NetPath:9162089;ProtMapper:11812650;ProtMapper:9162089;SIGNOR:11812650;SIGNOR:9162089;SPIKE:8246974;SPIKE_LC:8246974
2960,TP53,MDM2,BioGRID:10202144;BioGRID:10347217;BioGRID:10488081;BioGRID:10640350;BioGRID:10681559;BioGRID:10889512;BioGRID:10980696;BioGRID:11094089;BioGRID:11351297;BioGRID:11431470;BioGRID:11572869;BioGRID:11597128;BioGRID:11697899;BioGRID:11709713;BioGRID:11713288;BioGRID:11744695;BioGRID:12381304;BioGRID:12552135;BioGRID:12612087;BioGRID:12944468;BioGRID:14499615;BioGRID:15058298;BioGRID:15122315;BioGRID:15313915;BioGRID:15358376;BioGRID:15550400;BioGRID:15604276;BioGRID:1614537;BioGRID:16152627;BioGRID:16159876;BioGRID:16215989;BioGRID:16414131;BioGRID:16579792;BioGRID:16595680;BioGRID:16624812;BioGRID:16857591;BioGRID:16866370;BioGRID:16964247;BioGRID:17363365;BioGRID:17369817;BioGRID:18061646;BioGRID:18234963;BioGRID:18981217;BioGRID:19071110;BioGRID:19081178;BioGRID:19160491;BioGRID:19188367;BioGRID:19223463;BioGRID:19568783;BioGRID:19857530;BioGRID:19941302;BioGRID:20591651;BioGRID:20657550;BioGRID:20660730;BioGRID:21071676;BioGRID:21465263;BioGRID:21478269;BioGRID:21584881;BioGRID:21726810;BioGRID:21750659;BioGRID:21986495;BioGRID:22262183;BioGRID:22318540;BioGRID:22487680;BioGRID:22524527;BioGRID:22588298;BioGRID:22920093;BioGRID:22991965;BioGRID:23609977;BioGRID:23802716;BioGRID:24314634;BioGRID:24621507;BioGRID:24643130;BioGRID:25277184;BioGRID:25312347;BioGRID:25739118;BioGRID:25954860;BioGRID:26475964;BioGRID:27308622;BioGRID:27543608;BioGRID:27893708;BioGRID:27905468;BioGRID:28542145;BioGRID:29487367;BioGRID:29670376;BioGRID:30005830;BioGRID:30109812;BioGRID:30464405;BioGRID:30679555;BioGRID:31177307;BioGRID:31652301;BioGRID:31968249;BioGRID:32066565;BioGRID:32427887;BioGRID:32528731;BioGRID:32894144;BioGRID:33020477;BioGRID:33061576;BioGRID:33650658;BioGRID:33765973;BioGRID:34562520;BioGRID:34992144;BioGRID:35371302;BioGRID:7686617;BioGRID:7689721;BioGRID:8058315;BioGRID:8875929;BioGRID:9223638;BioGRID:9824166;DIP:10321734;DIP:10608892;DIP:11070080;DIP:11223036;DIP:11278372;DIP:12529318;DIP:16432196;DIP:17080083;DIP:17438265;DIP:17470788;DIP:18172499;DIP:18316739;DIP:19234109;DIP:19255450;DIP:20173098;DIP:21857681;DIP:24207125;DIP:24667498;DIP:7926727;DIP:8875929;DIP:9529249;HPRD:12842086;HPRD:12867035;HPRD:15604276;HPRD:16432196;HPRD:17159902;HPRD:17879958;HPRD:17936559;HPRD:18309296;HPRD:18451149;HPRD:18815136;HPRD:7686617;HPRD:9278461;InnateDB:10706102;InnateDB:15469934;InnateDB:19901969;IntAct:10196247;IntAct:11178989;IntAct:12915590;IntAct:14704432;IntAct:15848166;IntAct:16212962;IntAct:16432196;IntAct:17080083;IntAct:17139261;IntAct:17159902;IntAct:17268548;IntAct:17347673;IntAct:17438265;IntAct:17470788;IntAct:17875722;IntAct:18172499;IntAct:18309296;IntAct:18316739;IntAct:18485870;IntAct:19098711;IntAct:19166840;IntAct:19234109;IntAct:19255450;IntAct:19411066;IntAct:19656744;IntAct:20591429;IntAct:20708156;IntAct:21170087;IntAct:21726810;IntAct:21857681;IntAct:21988832;IntAct:22085928;IntAct:22575647;IntAct:22659184;IntAct:22819825;IntAct:22975381;IntAct:23776060;IntAct:24207125;IntAct:25241761;IntAct:29997244;IntAct:34591612;IntAct:35044719;IntAct:8875929;Lit-BM-17:10196247;Lit-BM-17:10321734;Lit-BM-17:10347217;Lit-BM-17:10435614;Lit-BM-17:10488081;Lit-BM-17:10561590;Lit-BM-17:10562557;Lit-BM-17:10608892;Lit-BM-17:10640350;Lit-BM-17:10681559;Lit-BM-17:10722742;Lit-BM-17:10766163;Lit-BM-17:10827196;Lit-BM-17:10889512;Lit-BM-17:10980696;Lit-BM-17:11046142;Lit-BM-17:11070080;Lit-BM-17:11094089;Lit-BM-17:11178989;Lit-BM-17:11223036;Lit-BM-17:11278372;Lit-BM-17:11285227;Lit-BM-17:11351297;Lit-BM-17:11384992;Lit-BM-17:11431470;Lit-BM-17:11486026;Lit-BM-17:11562347;Lit-BM-17:11572869;Lit-BM-17:11597128;Lit-BM-17:11697899;Lit-BM-17:11709713;Lit-BM-17:11713287;Lit-BM-17:11713288;Lit-BM-17:11714701;Lit-BM-17:11839577;Lit-BM-17:11925449;Lit-BM-17:12167711;Lit-BM-17:12208736;Lit-BM-17:12426395;Lit-BM-17:12529318;Lit-BM-17:12552135;Lit-BM-17:12612087;Lit-BM-17:12620407;Lit-BM-17:12690203;Lit-BM-17:12842086;Lit-BM-17:12897156;Lit-BM-17:12915590;Lit-BM-17:12944468;Lit-BM-17:14499615;Lit-BM-17:14517261;Lit-BM-17:14559824;Lit-BM-17:14596917;Lit-BM-17:14612427;Lit-BM-17:14671306;Lit-BM-17:14702041;Lit-BM-17:14704432;Lit-BM-17:14741215;Lit-BM-17:15001357;Lit-BM-17:15013777;Lit-BM-17:15053879;Lit-BM-17:15058298;Lit-BM-17:15064742;Lit-BM-17:15094782;Lit-BM-17:15122315;Lit-BM-17:15144954;Lit-BM-17:15154850;Lit-BM-17:15210108;Lit-BM-17:15242646;Lit-BM-17:15247280;Lit-BM-17:15280377;Lit-BM-17:15295102;Lit-BM-17:15308643;Lit-BM-17:15313915;Lit-BM-17:15542844;Lit-BM-17:15550400;Lit-BM-17:15558054;Lit-BM-17:15604276;Lit-BM-17:15824742;Lit-BM-17:15848166;Lit-BM-17:15908921;Lit-BM-17:15933712;Lit-BM-17:15950904;Lit-BM-17:16023600;Lit-BM-17:16055726;Lit-BM-17:16107876;Lit-BM-17:1614537;Lit-BM-17:16152627;Lit-BM-17:16159876;Lit-BM-17:16173922;Lit-BM-17:16212962;Lit-BM-17:16215989;Lit-BM-17:16338390;Lit-BM-17:16414131;Lit-BM-17:16432196;Lit-BM-17:16579792;Lit-BM-17:16595680;Lit-BM-17:16624812;Lit-BM-17:16678796;Lit-BM-17:16751805;Lit-BM-17:16845383;Lit-BM-17:16857591;Lit-BM-17:16861890;Lit-BM-17:16866370;Lit-BM-17:16870621;Lit-BM-17:16905769;Lit-BM-17:16964247;Lit-BM-17:17056014;Lit-BM-17:17098746;Lit-BM-17:17116689;Lit-BM-17:17139261;Lit-BM-17:17159902;Lit-BM-17:17268548;Lit-BM-17:17290220;Lit-BM-17:17297477;Lit-BM-17:17301054;Lit-BM-17:17302414;Lit-BM-17:17310983;Lit-BM-17:17318220;Lit-BM-17:17347673;Lit-BM-17:17363365;Lit-BM-17:17369817;Lit-BM-17:17380154;Lit-BM-17:17426254;Lit-BM-17:17470788;Lit-BM-17:17525743;Lit-BM-17:17591690;Lit-BM-17:17616658;Lit-BM-17:17666403;Lit-BM-17:17848574;Lit-BM-17:17875722;Lit-BM-17:17908790;Lit-BM-17:17936559;Lit-BM-17:17989425;Lit-BM-17:18061646;Lit-BM-17:18172499;Lit-BM-17:18223694;Lit-BM-17:18234963;Lit-BM-17:18309296;Lit-BM-17:18316739;Lit-BM-17:18332869;Lit-BM-17:18467333;Lit-BM-17:18485870;Lit-BM-17:18541670;Lit-BM-17:18566590;Lit-BM-17:18604177;Lit-BM-17:18665269;Lit-BM-17:18813780;Lit-BM-17:18815136;Lit-BM-17:18981217;Lit-BM-17:19033382;Lit-BM-17:19071110;Lit-BM-17:19081178;Lit-BM-17:19098711;Lit-BM-17:19106616;Lit-BM-17:19166840;Lit-BM-17:19188367;Lit-BM-17:19223463;Lit-BM-17:19255450;Lit-BM-17:19303885;Lit-BM-17:19305137;Lit-BM-17:19332559;Lit-BM-17:19357310;Lit-BM-17:19411066;Lit-BM-17:19411846;Lit-BM-17:19483087;Lit-BM-17:19568783;Lit-BM-17:19590512;Lit-BM-17:19597489;Lit-BM-17:19656744;Lit-BM-17:19805293;Lit-BM-17:19837670;Lit-BM-17:19941302;Lit-BM-17:20080206;Lit-BM-17:20124408;Lit-BM-17:20173098;Lit-BM-17:20174603;Lit-BM-17:20234175;Lit-BM-17:20235143;Lit-BM-17:20395212;Lit-BM-17:20484049;Lit-BM-17:20542919;Lit-BM-17:20570896;Lit-BM-17:20588255;Lit-BM-17:20591429;Lit-BM-17:20591651;Lit-BM-17:20639885;Lit-BM-17:20657550;Lit-BM-17:20659896;Lit-BM-17:20660730;Lit-BM-17:20694676;Lit-BM-17:20705607;Lit-BM-17:20708156;Lit-BM-17:20837658;Lit-BM-17:20847049;Lit-BM-17:20959462;Lit-BM-17:21060154;Lit-BM-17:21071676;Lit-BM-17:21075307;Lit-BM-17:21084285;Lit-BM-17:21084564;Lit-BM-17:21088494;Lit-BM-17:21098709;Lit-BM-17:21132010;Lit-BM-17:21149449;Lit-BM-17:21261729;Lit-BM-17:21268072;Lit-BM-17:21316347;Lit-BM-17:21317885;Lit-BM-17:21454483;Lit-BM-17:21465263;Lit-BM-17:21471462;Lit-BM-17:21478269;Lit-BM-17:21561866;Lit-BM-17:21572037;Lit-BM-17:21584881;Lit-BM-17:21726810;Lit-BM-17:21750659;Lit-BM-17:21887275;Lit-BM-17:21925390;Lit-BM-17:21965653;Lit-BM-17:21986495;Lit-BM-17:21988832;Lit-BM-17:22032989;Lit-BM-17:22083959;Lit-BM-17:22084066;Lit-BM-17:22085928;Lit-BM-17:22103682;Lit-BM-17:22124327;Lit-BM-17:22157679;Lit-BM-17:22227409;Lit-BM-17:22262183;Lit-BM-17:22266850;Lit-BM-17:22266868;Lit-BM-17:22301280;Lit-BM-17:22318540;Lit-BM-17:22331460;Lit-BM-17:22374672;Lit-BM-17:22389628;Lit-BM-17:22391559;Lit-BM-17:22411991;Lit-BM-17:22444248;Lit-BM-17:22474335;Lit-BM-17:22487680;Lit-BM-17:22510990;Lit-BM-17:22525275;Lit-BM-17:22575647;Lit-BM-17:22588298;Lit-BM-17:22653443;Lit-BM-17:22659184;Lit-BM-17:22737255;Lit-BM-17:22807444;Lit-BM-17:22819825;Lit-BM-17:22912717;Lit-BM-17:22914926;Lit-BM-17:22916255;Lit-BM-17:22920093;Lit-BM-17:22948151;Lit-BM-17:22975381;Lit-BM-17:23134341;Lit-BM-17:23150668;Lit-BM-17:23169665;Lit-BM-17:23201157;Lit-BM-17:23246961;Lit-BM-17:23252402;Lit-BM-17:23261415;Lit-BM-17:23318437;Lit-BM-17:23370271;Lit-BM-17:23402884;Lit-BM-17:23443559;Lit-BM-17:23483203;Lit-BM-17:23572512;Lit-BM-17:23609977;Lit-BM-17:23671280;Lit-BM-17:23728348;Lit-BM-17:23776060;Lit-BM-17:23776465;Lit-BM-17:23802716;Lit-BM-17:23826318;Lit-BM-17:23880345;Lit-BM-17:23946421;Lit-BM-17:24127580;Lit-BM-17:24200963;Lit-BM-17:24240685;Lit-BM-17:24314634;Lit-BM-17:24361594;Lit-BM-17:24413661;Lit-BM-17:24462112;Lit-BM-17:24488098;Lit-BM-17:24567357;Lit-BM-17:24621507;Lit-BM-17:24643130;Lit-BM-17:24659749;Lit-BM-17:24842904;Lit-BM-17:24926618;Lit-BM-17:24980433;Lit-BM-17:24998844;Lit-BM-17:25103245;Lit-BM-17:25156994;Lit-BM-17:25168242;Lit-BM-17:25241761;Lit-BM-17:25277184;Lit-BM-17:25283148;Lit-BM-17:25312347;Lit-BM-17:25313037;Lit-BM-17:25362358;Lit-BM-17:25384516;Lit-BM-17:25417702;Lit-BM-17:25464845;Lit-BM-17:25512388;Lit-BM-17:25543083;Lit-BM-17:25609649;Lit-BM-17:25624478;Lit-BM-17:25637791;Lit-BM-17:25739118;Lit-BM-17:25954860;Lit-BM-17:26001071;Lit-BM-17:26186194;Lit-BM-17:26203195;Lit-BM-17:26238070;Lit-BM-17:26350565;Lit-BM-17:26475964;Lit-BM-17:26540344;Lit-BM-17:26556313;Lit-BM-17:26578655;Lit-BM-17:26673821;Lit-BM-17:26876197;Lit-BM-17:26882543;Lit-BM-17:26883110;Lit-BM-17:26908445;Lit-BM-17:27031960;Lit-BM-17:27106262;Lit-BM-17:27129163;Lit-BM-17:27215386;Lit-BM-17:27282385;Lit-BM-17:27336364;Lit-BM-17:27462439;Lit-BM-17:27543608;Lit-BM-17:27807478;Lit-BM-17:27811966;Lit-BM-17:27856536;Lit-BM-17:27893708;Lit-BM-17:28082682;Lit-BM-17:28223335;Lit-BM-17:7686617;Lit-BM-17:7689721;Lit-BM-17:7926727;Lit-BM-17:8875929;Lit-BM-17:9131587;Lit-BM-17:9223638;Lit-BM-17:9271120;Lit-BM-17:9278461;Lit-BM-17:9363941;Lit-BM-17:9450543;Lit-BM-17:9529249;Lit-BM-17:9582019;Lit-BM-17:9724739;Lit-BM-17:9824166;SPIKE:11328884;SPIKE:15838523;SPIKE:20624280;SPIKE:9260156;SPIKE_LC:10196247;SPIKE_LC:11328884;SPIKE_LC:15838523;SPIKE_LC:16713569;SPIKE_LC:20624280;SPIKE_LC:9260156
2999,TP53,PADI4,SPIKE:19843866;SPIKE_LC:19843866
3027,FYN,NFE2L2,PhosphoSite:21097520;ProtMapper:17403689;ProtMapper:19538984;ProtMapper:19666107;ProtMapper:20865015;ProtMapper:21097520;ProtMapper:23041058;ProtMapper:23434765;ProtMapper:23781297;ProtMapper:23830626;ProtMapper:24116287;ProtMapper:25534706;ProtMapper:26640614;ProtMapper:26674355;ProtMapper:27047795;ProtMapper:27230643;ProtMapper:27233051;ProtMapper:27340506;ProtMapper:28383481;ProtMapper:28708100;ProtMapper:29261130;SPIKE:16513647;SPIKE_LC:16513647
3195,TP53,LATS2,SPIKE:17015431;SPIKE_LC:17015431
3276,GNRH1,CAMK2A,SPIKE:12810529;SPIKE_LC:12810529
3279,GNRH1,CAMK2B,SPIKE:12810529;SPIKE_LC:12810529
